,i..X,Y,OBJECTID,Code,Power_Plant_Name,Utility_Name,Utility_ID,Sector_Name,City,County,State,Zip,Street_Address,PrimSource,Install_MW,Total_MW,Coal_MW,NG_MW,Crude_MW,Hydro_MW,HydroPS_MW,Nuclear_MW,Solar_MW,Wind_MW,Source_Desc,Technology_Desc,Data_Source,Period,Latitude,Longitude,Geoth_MW,Battery_MW,Others_MW,Biomass_MW,Presence,lat_lon_index
133,-98.905278,27.576111,512,57260,Cedro Hill Wind LLC,NRG Energy Gas & Wind Holdings Inc,59883,IPP Non-CHP,Bruni,Webb,Texas,78344,7476 FM 2050,wind,150,150,0,0,0,0,0,0,0,150,Wind = 150 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,27.576111,-98.905278,0,0,0,0,6,97
136,-100.7444,32.4375,536,57303,Loraine Windpark Project LLC,Loraine Windpower Project,56667,IPP Non-CHP,Loraine,Mitchell,Texas,79532,4274 CR 446,wind,150,150,0,0,0,0,0,0,0,150,Wind = 150 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,32.4375,-100.7444,0,0,0,0,6,62
138,-102.505808,30.772575,561,57415,Sherbino II,Sherbino II Wind Farm LLC,62077,IPP Non-CHP,Ft. Stockton,Pecos,Texas,79735,5697 Tran Pecos Road,wind,145,145,0,0,0,0,0,0,0,145,Wind = 145 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,30.772575,-102.505808,0,0,0,0,6,27
141,-98.711944,33.383611,587,57520,Trinity Hills,Trinity Hills Wind Farm LLC,62075,IPP Non-CHP,Olney,Young,Texas,76374,116 Hilton Ranch Road,wind,225,225,0,0,0,0,0,0,0,225,Wind = 225 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,33.383611,-98.711944,0,0,0,0,6,125
142,-98.411111,26.465556,609,57617,Hidalgo Wind Farm LLC,Hidalgo Wind Farm LLC,56946,IPP Non-CHP,McCook,Hidalgo,Texas,78541,41420 FM 490,wind,250,250,0,0,0,0,0,0,0,250,Wind = 250 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,26.465556,-98.411111,0,0,0,0,6,111
144,-97.5857,26.33072,638,57751,Los Vientos Wind 1A,"Los Vientos Wind 1A, LLC",57063,IPP Non-CHP,Sebastian,Cameron,Texas,78594,4545 FM 507,wind,200,200,0,0,0,0,0,0,0,200,Wind = 200 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,26.33072,-97.5857,0,0,0,0,6,143
145,-97.6668,26.34892,639,57752,Los Vientos Wind 1B,"Los Vientos Wind 1B, LLC",57064,IPP Non-CHP,Sebastian,Cameron,Texas,78594,4545 FM 507,wind,201.6,201.6,0,0,0,0,0,0,0,201.6,Wind = 201.6 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,26.34892,-97.6668,0,0,0,0,6,143
146,-97.691111,26.475278,656,57802,Magic Valley Wind Farm I LLC,RWE Renewables Americas LLC,56215,IPP Non-CHP,San Perlita,Willacy,Texas,78590,12550 Pennington Road,wind,203,203,0,0,0,0,0,0,0,203,Wind = 203 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,26.475278,-97.691111,0,0,0,0,6,143
148,-97.789167,27.223056,684,57927,Baffin Wind,Avangrid Renewables LLC,15399,IPP Non-CHP,Sarita,Kenedy,Texas,78385,123 Baffin Road,wind,188,188,0,0,0,0,0,0,0,188,Wind = 188 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,27.223056,-97.789167,0,0,0,0,6,128
150,-98.581944,33.493056,694,57974,Bobcat Bluff Wind Project LLC,"EDF Renewable Asset Holdings, Inc.",57170,IPP Non-CHP,Archer,Archer,Texas,76351,1354 Cowan Rd,wind,150,150,0,0,0,0,0,0,0,150,Wind = 150 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,33.493056,-98.581944,0,0,0,0,6,125
151,-98.365069,33.205801,699,57981,Senate Wind LLC,Algonquin Power Co,59050,IPP Non-CHP,Bryson,Jack,Texas,76427,1065 FM 1191 North,wind,150,150,0,0,0,0,0,0,0,150,Wind = 150 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,33.205801,-98.365069,0,0,0,0,6,124
152,-101.647778,32.926389,700,57983,Stephens Ranch Wind Energy LLC,Stephens Ranch Wind Energy LLC,57355,IPP Non-CHP,O'Donnell,Borden,Texas,79351,2186 County Road 131,wind,376,376,0,0,0,0,0,0,0,376,Wind = 376 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,32.926389,-101.647778,0,0,0,0,6,44
153,-100.209167,29.234722,708,58000,"Anacacho Wind Farm, LLC",RWE Renewables Americas LLC,56215,IPP Non-CHP,Brackettville,Kinney,Texas,78832,15542 Ranch Road 1572,wind,99.8,99.8,0,0,0,0,0,0,0,99.8,Wind = 99.8 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,29.234722,-100.209167,0,0,0,0,6,70
154,-99.005278,27.488056,714,58021,Whitetail,"Whitetail Wind Energy, LLC",57398,IPP Non-CHP,Oilton,Webb,Texas,78731,1462 Wellhausen Rd,wind,92,91.2,0,0,0,0,0,0,0,91.2,Wind = 91.2 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,27.488056,-99.005278,0,0,0,0,6,97
155,-100.524167,32.969722,722,58048,BayWa r.e Mozart LLC,BayWa r.e Wind LLC,57421,IPP Non-CHP,Jayton,Kent,Texas,79528,17839 Hwy 70,wind,30,30,0,0,0,0,0,0,0,30,Wind = 30 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,32.969722,-100.524167,0,0,0,0,6,63
156,-97.428406,33.733006,726,58080,Wolf Ridge Wind,NextEra Wolf Ridge LLC,57460,IPP Non-CHP,Muenster,Cooke,Texas,76252,1923 CR 431,wind,112.5,112.5,0,0,0,0,0,0,0,112.5,Wind = 112.5 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,33.733006,-97.428406,0,0,0,0,6,157
157,-101.6875,33.033056,748,58162,Cirrus Wind 1 LLC,Cirrus Wind 1 LLC,58134,IPP Non-CHP,Tahoka,Lynn,Texas,79373,2609 County Road BB,wind,61.2,61.2,0,0,0,0,0,0,0,61.2,Wind = 61.2 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,33.033056,-101.6875,0,0,0,0,6,44
159,-98.466667,31.383333,756,58321,Goldthwaite Wind Energy Facility,Invenergy Services LLC,49893,IPP Non-CHP,Goldthwaite,Mills,Texas,76844,418 East Farm to Market Rd 572,wind,150,150,0,0,0,0,0,0,0,150,Wind = 150 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,31.383333,-98.466667,0,0,0,0,6,121
161,-99.364722,34.29,761,58372,Blue Summit Wind LLC,Blue Summit Wind LLC,58360,IPP Non-CHP,Vernon,Wilbarger,Texas,76384,17301 CR 97N,wind,135.4,135.4,0,0,0,0,0,0,0,135.4,Wind = 135.4 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,34.29,-99.364722,0,0,0,0,6,94
163,-97.440278,27.832222,768,58424,Harbor Wind LLC,Harbor Wind Tenant LLC,58420,IPP Non-CHP,Corpus Christi,Nueces,Texas,78402,3918 Joe Fulton International,wind,9,9,0,0,0,0,0,0,0,9,Wind = 9 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,27.832222,-97.440278,0,0,0,0,6,146
164,-101.310833,35.238333,787,58596,"Grandview Wind Farm, LLC",RWE Renewables Americas LLC,56215,IPP Non-CHP,Panhandle,Carson,Texas,79068,408 County Road R,wind,211.2,211.2,0,0,0,0,0,0,0,211.2,Wind = 211.2 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,35.238333,-101.310833,0,0,0,0,6,54
165,-97.648056,27.592778,789,58614,Patriot Wind Farm,Avangrid Renewables LLC,15399,IPP Non-CHP,TBD,Nueces,Texas,78380,TBD Road,wind,226.1,226.1,0,0,0,0,0,0,0,226.1,Wind = 226.1 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,27.592778,-97.648056,0,0,0,0,6,145
168,-100.538611,35.653889,807,58765,Miami Wind Energy Center,Invenergy Services LLC,49893,IPP Non-CHP,Miami,Roberts,Texas,79059,3096 FM 1268,wind,288.6,288.6,0,0,0,0,0,0,0,288.6,Wind = 288.6 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,35.653889,-100.538611,0,0,0,0,6,68
170,-101.251111,34.311111,813,58772,Longhorn Wind,"EDF Renewable Asset Holdings, Inc.",57170,IPP Non-CHP,Silverton,Briscoe,Texas,79201,120 CR 17,wind,200,200,0,0,0,0,0,0,0,200,Wind = 200 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,34.311111,-101.251111,0,0,0,0,6,66
174,-98.161111,33.143056,819,58838,Keechi Wind,"Keechi Wind, LLC",62969,IPP Non-CHP,Jacksboro,Jack,Texas,76458,3601 FM 4,wind,110,110,0,0,0,0,0,0,0,110,Wind = 110 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,33.143056,-98.161111,0,0,0,0,6,140
176,-98.360833,33.509722,853,59034,Shannon Wind,Shannon Wind LLC,58872,IPP Non-CHP,Windhorst,Clay,Texas,76389,4130 Cobb Road,wind,204,204,0,0,0,0,0,0,0,204,Wind = 204 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,33.509722,-98.360833,0,0,0,0,6,125
177,-97.6425,26.941667,856,59063,Stella Wind Farm,RWE Renewables Americas LLC,56215,IPP Non-CHP,Armstrong,Kenedy,Texas,78338,1238 E. Turcotte Rd.,wind,201,201,0,0,0,0,0,0,0,201,Wind = 201 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,26.941667,-97.6425,0,0,0,0,6,144
178,-97.691111,26.522222,858,59066,Bruennings Breeze Wind Farm,RWE Renewables Americas LLC,56215,IPP Non-CHP,Raymondville,Willacy,Texas,78580,382 W. Main St,wind,228,228,0,0,0,0,0,0,0,228,Wind = 228 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,26.522222,-97.691111,0,0,0,0,6,143
179,-101.186622,35.254184,859,59068,"Colbeck's Corner, LLC",RWE Renewables Americas LLC,56215,IPP Non-CHP,Groom,Carson,Texas,79068,2506 County Road 5,wind,200,200,0,0,0,0,0,0,0,200,Wind = 200 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,35.254184,-101.186622,0,0,0,0,6,54
180,-97.466111,26.195278,865,59118,Cameron Wind 1 LLC,Cameron Wind 1 LLC,58939,IPP Non-CHP,Rio Hondo,Cameron,Texas,78583,25005 FM 1847 B,wind,165,165,0,0,0,0,0,0,0,165,Wind = 165 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,26.195278,-97.466111,0,0,0,0,6,142
181,-97.500833,27.5925,868,59193,Chapman Ranch Wind I,Chapman Ranch Wind LLC,58998,IPP Non-CHP,Corpus Christi,Nueces,Texas,78415,1070 County Road 55,wind,236,249,0,0,0,0,0,0,0,249,Wind = 249 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,27.5925,-97.500833,0,0,0,0,6,145
182,-98.5,33.495278,884,59238,Windthorst-2,"EDF Renewable Asset Holdings, Inc.",57170,IPP Non-CHP,Archer,Archer,Texas,76389,3885 Loftin Road,wind,67.6,67.6,0,0,0,0,0,0,0,67.6,Wind = 67.6 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,33.495278,-98.5,0,0,0,0,6,125
184,-101.143611,32.931944,886,59245,Fluvanna,Fluvanna Wind Energy LLC,60042,IPP Non-CHP,Fluvanna,Scurry,Texas,79517,14925 County Road 2224,wind,155.4,155.4,0,0,0,0,0,0,0,155.4,Wind = 155.4 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,32.931944,-101.143611,0,0,0,0,6,52
186,-98.806111,26.388611,900,59320,Los Vientos Windpower III,"Los Vientos Windpower III, LLC",59119,IPP Non-CHP,Rio Grande City,Starr,Texas,78582,200 FM 490,wind,200,200,0,0,0,0,0,0,0,200,Wind = 200 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,26.388611,-98.806111,0,0,0,0,6,95
187,-98.818333,26.380556,901,59321,Los Vientos Windpower IV,"Los Vientos Windpower IV, LLC",59120,IPP Non-CHP,Rio Grande City,Starr,Texas,78582,200 FM 490,wind,200,200,0,0,0,0,0,0,0,200,Wind = 200 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,26.380556,-98.818333,0,0,0,0,6,95
188,-101.741111,32.7,906,59332,Mesquite Creek Wind,"Mesquite Creek Wind, LLC",59900,IPP Non-CHP,Lamesa,Dawson,Texas,79331,2412 County Road W,wind,211.2,211.2,0,0,0,0,0,0,0,211.2,Wind = 211.2 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,32.7,-101.741111,0,0,0,0,6,43
191,-98.690556,31.8225,910,59442,Logans Gap Wind LLC,Pattern Operators LP,56545,IPP Non-CHP,Comanche,Comanche,Texas,76442,2011 CR 207,wind,200.1,200.1,0,0,0,0,0,0,0,200.1,Wind = 200.1 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,31.8225,-98.690556,0,0,0,0,6,122
194,-98.916667,27.18,924,59654,Sendero,"Sendero Wind Energy, LLC",59428,IPP Non-CHP,Hebbronville,Jim Hogg,Texas,78361,565 FM 649,wind,78,78,0,0,0,0,0,0,0,78,Wind = 78 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,27.18,-98.916667,0,0,0,0,6,96
195,-97.377599,26.125979,928,59712,"San Roman Wind I, LLC",Acciona Wind Energy USA LLC,55918,IPP Non-CHP,Los Fresnos,Cameron,Texas,78566,31304 - 31664 San Ramon Rd,wind,95.3,95.3,0,0,0,0,0,0,0,95.3,Wind = 95.3 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,26.125979,-97.377599,0,0,0,0,6,142
196,-99.411169,33.628222,931,59732,Green Pastures Wind I,"Green Pastures Wind I, LLC",59501,IPP Non-CHP,Seymour,Baylor,Texas,76380,4278 CR 140,wind,150,150,0,0,0,0,0,0,0,150,Wind = 150 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,33.628222,-99.411169,0,0,0,0,6,93
197,-99.532944,33.645964,932,59733,Green Pastures Wind II,"Green Pastures Wind II, LLC",59502,IPP Non-CHP,Seymour,Knox,Texas,76380,4278 CR 140,wind,150,150,0,0,0,0,0,0,0,150,Wind = 150 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,33.645964,-99.532944,0,0,0,0,6,93
198,-101.237233,34.432267,933,59734,Briscoe Wind Farm,Capital Dynamics,59503,IPP Non-CHP,Silverton,Briscoe,Texas,79257,9947 County Road F,wind,150,150,0,0,0,0,0,0,0,150,Wind = 150 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,34.432267,-101.237233,0,0,0,0,6,54
199,-101.493407,31.74325,943,59943,Rattlesnake Den,SunEdison LLC,59139,IPP Non-CHP,Garden City,Glasscock,Texas,79739,151 CR170,wind,207.2,207.2,0,0,0,0,0,0,0,207.2,Wind = 207.2 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,31.74325,-101.493407,0,0,0,0,6,41
200,-101.582,31.727237,947,59972,Bearkat,RWE Renewables Americas LLC,56215,IPP Non-CHP,St. Lawrence,Glasscock,Texas,79739,11045 State Hwy 137,wind,196.7,196.7,0,0,0,0,0,0,0,196.7,Wind = 196.7 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,31.727237,-101.582,0,0,0,0,6,41
201,-98.571554,26.411689,953,60059,Los Vientos V Wind Power,"Los Vientos Windpower V, LLC",59792,IPP Non-CHP,Rio Grande City,Starr,Texas,78582,222 FM 490,wind,110,110,0,0,0,0,0,0,0,110,Wind = 110 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,26.411689,-98.571554,0,0,0,0,6,111
202,-101.381494,34.196962,955,60087,South Plains II,Novatus Energy,60453,IPP Non-CHP,Lockney,Floyd,Texas,79241,County Rd. 129,wind,300,300,0,0,0,0,0,0,0,300,Wind = 300 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,34.196962,-101.381494,0,0,0,0,6,65
203,-99,27.32,957,60104,"Javelina Wind Energy, LLC","Javelina Wind Energy, LLC",59882,IPP Non-CHP,Mirando City,Webb,Texas,78369,5429 Vaquillas Road,wind,249.7,249.7,0,0,0,0,0,0,0,249.7,Wind = 249.7 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,27.32,-99,0,0,0,0,6,97
205,-100.79431,29.72753,965,60217,Rocksprings,"Rocksprings Val Verde Wind, LLC",59999,IPP Non-CHP,Del Rio,Val Verde,Texas,78840,1825 US 377,wind,149.3,149.3,0,0,0,0,0,0,0,149.3,Wind = 149.3 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,29.72753,-100.79431,0,0,0,0,6,45
207,-99.118746,34.102943,975,60338,Electra Wind Farm,"Electra Wind, LLC",60128,IPP Non-CHP,Oklaunion,Wilbarger,Texas,76364,13445 C R 134 East,wind,230,230,0,0,0,0,0,0,0,230,Wind = 230 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,34.102943,-99.118746,0,0,0,0,6,110
208,-99.54,33.35,976,60339,Horse Creek Wind Farm,"Horse Creek Wind, LLC",60129,IPP Non-CHP,Weinert,Haskell,Texas,76388,694 CR 284,wind,230,230,0,0,0,0,0,0,0,230,Wind = 230 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,33.35,-99.54,0,0,0,0,6,93
211,-97.372009,33.703851,986,60502,"Tyler Bluff Wind Project, LLC",Southern Power Co,17650,IPP Non-CHP,Muenster,Cooke,Texas,76252,5858 County Road 424,wind,125.6,125.6,0,0,0,0,0,0,0,125.6,Wind = 125.6 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,33.703851,-97.372009,0,0,0,0,6,157
212,-98.91,27.44,999,60645,"Javelina Wind Energy II, LLC","Javelina Wind Energy II, LLC",60384,IPP Non-CHP,MIRANDO,Webb,Texas,78369,5429 VAQUILLAS ROAD,wind,200,200,0,0,0,0,0,0,0,200,Wind = 200 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,27.44,-98.91,0,0,0,0,6,97
213,-100.934408,35.18172,1001,60657,"Salt Fork Wind Project, LLC",Southern Power Co,17650,IPP Non-CHP,Clarendon,Donley,Texas,79226,12124 I-40,wind,174,174,0,0,0,0,0,0,0,174,Wind = 174 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,35.18172,-100.934408,0,0,0,0,6,54
214,-99.551356,31.360331,1007,60743,"Rattlesnake Power, LLC","Rattlesnake Power, LLC",60443,IPP Non-CHP,Brady,McCulloch,Texas,76858,CR 128 and US Hwy 87,wind,160,160,0,0,0,0,0,0,0,160,Wind = 160 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,31.360331,-99.551356,0,0,0,0,6,89
216,-99.624257,33.345366,1012,60901,Willow Springs Wind Farm,RWE Renewables Americas LLC,56215,IPP Non-CHP,Weinert,Haskell,Texas,76388,343 CR 251,wind,250,250,0,0,0,0,0,0,0,250,Wind = 250 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,33.345366,-99.624257,0,0,0,0,6,93
217,-100.975128,32.863769,1013,60902,Dermott Wind,RWE Renewables Americas LLC,56215,IPP Non-CHP,Snyder,Scurry,Texas,79549,8538  F M 1142,wind,253,253,0,0,0,0,0,0,0,253,Wind = 253 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,32.863769,-100.975128,0,0,0,0,6,52
218,-98.377389,32.371306,1018,60983,Buckthorn Wind Project,"Buckthorn Wind Project, LLC",60617,IPP Non-CHP,Mingus,Erath,Texas,76463,9449 County Road 109,wind,100.5,100.5,0,0,0,0,0,0,0,100.5,Wind = 100.5 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,32.371306,-98.377389,0,0,0,0,6,123
219,-101.318787,31.181377,1019,60987,Santa Rita Wind Energy,"BHE Renewables, LLC",59359,IPP Non-CHP,Big Lake,Reagan,Texas,76932,4990E Hwy 67,wind,300,300,0,0,0,0,0,0,0,300,Wind = 300 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,31.181377,-101.318787,0,0,0,0,6,40
220,-100.028142,31.112474,1021,61001,Cactus Flats Wind Energy Project,Southern Power Co,17650,IPP Non-CHP,Eden,Concho,Texas,76837,7515 CR 2246,wind,150,150,0,0,0,0,0,0,0,150,Wind = 150 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,31.112474,-100.028142,0,0,0,0,6,74
221,-98.603358,31.684511,1038,61212,Flat Top Wind I,"Flat Top Wind I, LLC",60844,IPP Non-CHP,Mullin,Mills,Texas,76864,559 FM 218 W,wind,200,200,0,0,0,0,0,0,0,200,Wind = 200 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,31.684511,-98.603358,0,0,0,0,6,121
222,-97.750481,28.109303,1046,61343,Karankawa Wind LLC,Avangrid Renewables LLC,15399,IPP Non-CHP,Mathis,San Patricio,Texas,79019,TBD,wind,307.1,307.1,0,0,0,0,0,0,0,307.1,Wind = 307.1 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,28.109303,-97.750481,0,0,0,0,6,130
223,-99.740278,33.915315,1049,61402,Foard City Wind,"Foard City Wind, LLC",61037,IPP Non-CHP,Crowell,Foard,Texas,79227,TBD,wind,352.8,350.3,0,0,0,0,0,0,0,350.3,Wind = 350.3 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,33.915315,-99.740278,0,0,0,0,6,94
224,-101.208955,32.875073,1051,61417,Gopher Creek Wind Farm,Fluvanna Wind Energy 2 LLC,61054,IPP Non-CHP,Fluvanna,Borden,Texas,79517,TBD,wind,158,158,0,0,0,0,0,0,0,158,Wind = 158 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,32.875073,-101.208955,0,0,0,0,6,52
227,-97.300202,27.954976,1077,61776,"Midway Wind, LLC","Midway Wind, LLC",61396,IPP Non-CHP,Taft,San Patricio,Texas,78390,5894 CR 3865,wind,162.9,162.9,0,0,0,0,0,0,0,162.9,Wind = 162.9 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,27.954976,-97.300202,0,0,0,0,6,146
228,-100.623114,31.048557,1078,61782,Live Oak Wind Project,Engie North America,56201,IPP Non-CHP,Eldorado,Schleicher,Texas,76936,1440 CR 431,wind,199.5,199.5,0,0,0,0,0,0,0,199.5,Wind = 199.5 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,31.048557,-100.623114,0,0,0,0,6,59
230,-99.0387,26.649,1086,61865,"Rio Bravo Windpower, LLC","Rio Bravo Windpower, LLC",61485,IPP Non-CHP,Roma,Starr,Texas,78584,399 Rancho Nuevo Rd,wind,237.6,237.6,0,0,0,0,0,0,0,237.6,Wind = 237.6 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,26.649,-99.0387,0,0,0,0,6,95
232,-98.7945,27.614411,1095,61969,"Torrecillas Wind Energy, LLC","Torrecillas Wind Energy, LLC",61562,IPP Non-CHP,Bruni,Webb,Texas,78344,7595 FM 2050,wind,300,300,0,0,0,0,0,0,0,300,Wind = 300 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,27.614411,-98.7945,0,0,0,0,6,97
233,-99.477986,34.225882,1096,61970,"Blue Summit II Wind, LLC","Blue Summit II Wind, LLC",61563,IPP Non-CHP,Vernon,Wilbarger,Texas,76384,17301 N CR 97,wind,99.4,99.4,0,0,0,0,0,0,0,99.4,Wind = 99.4 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,34.225882,-99.477986,0,0,0,0,6,94
234,-101.110787,31.207988,1099,62038,Santa Rita East,Invenergy Services LLC,49893,IPP Non-CHP,Barnhart,Irion,Texas,76930,20716 N. State Highway 163,wind,302.4,302.4,0,0,0,0,0,0,0,302.4,Wind = 302.4 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,31.207988,-101.110787,0,0,0,0,6,48
235,-99.1921,33.57824,1113,62227,"Seymour Hills Wind Project, LLC",Engie North America,56201,IPP Non-CHP,Seymour,Baylor,Texas,76380,TBD,wind,30.2,30.2,0,0,0,0,0,0,0,30.2,Wind = 30.2 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,33.57824,-99.1921,0,0,0,0,6,109
236,-98.745522,26.523692,1114,62258,Mesteno,Mesteno Wind,61770,IPP Non-CHP,Rio Grande City,Starr,Texas,78582,200 FM 490,wind,201.6,200,0,0,0,0,0,0,0,200,Wind = 200 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,26.523692,-98.745522,0,0,0,0,6,111
237,-101.453021,30.594908,1115,62259,Ranchero Wind Farm LLC,Ranchero Wind Farm LLC,61771,IPP Non-CHP,Iraan,Crockett,Texas,79744,TBD,wind,300,300,0,0,0,0,0,0,0,300,Wind = 300 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,30.594908,-101.453021,0,0,0,0,6,39
238,-99.264676,34.072251,1119,62356,Lockett Windfarm,"Lockett Windfarm, LLC",61886,IPP Non-CHP,Vernon,Wilbarger,Texas,76384,13072 US Hwy 183,wind,183.8,183.8,0,0,0,0,0,0,0,183.8,Wind = 183.8 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,34.072251,-99.264676,0,0,0,0,6,94
239,-99.563436,34.170488,1124,62566,Blue Summit III Wind,"Blue Summit III Wind, LLC",62063,IPP Non-CHP,Chilicothe,Hardeman,Texas,79225,TBD,wind,200.2,200.2,0,0,0,0,0,0,0,200.2,Wind = 200.2 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,34.170488,-99.563436,0,0,0,0,6,94
